transcript_id,set,archetype,sub_type,market,resolution,sentiment_arc,agent_consistency,intent,turns,customer_start_sentiment,customer_end_sentiment,customer_sentiment_delta,agent_mean_sentiment,agent_min_sentiment,customer_mean_sentiment,predicted_intent,intent_confidence,predicted_resolution,resolution_confidence,resolution_signals,resolution_score,sentiment_score,consistency_score,efficiency_score,final_score,narrative
VS_0847,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/Dubai Islamic Bank,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.5044,0.0,0.2122,loan_reminder,0.5651,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,66.24,100.0,84.64,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0848,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/Branch,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.162,loan_reminder,0.6255,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0849,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/Mogo,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2592,loan_reminder,0.52,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0850,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/ADIB,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.1492,loan_reminder,0.6081,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0851,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/Carbon,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4757,0.0,0.162,loan_reminder,0.6268,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,60.57,83.33,81.84,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0852,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/Tala,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4757,0.0,0.1903,loan_reminder,0.564,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,60.57,83.33,81.84,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0853,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/Dubai Islamic Bank,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.5044,0.0,0.2122,loan_reminder,0.5553,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,66.24,100.0,84.64,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0854,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/OKash,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4992,0.0,0.2269,loan_reminder,0.6464,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,65.22,100.0,84.44,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0855,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/M-Shwari,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2592,loan_reminder,0.5123,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0856,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/Dubai Islamic Bank,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.1492,loan_reminder,0.6103,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0857,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/OKash,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.162,loan_reminder,0.6251,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0858,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/M-Shwari,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2592,loan_reminder,0.5056,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0859,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/ADIB,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.5044,0.0,0.2122,loan_reminder,0.5764,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,66.24,100.0,84.64,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0860,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/FairMoney,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2269,loan_reminder,0.6332,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0861,volume,LOAN_RECOVERY,hardship_negotiation,Nigeria/OKash,resolved,distressed -> cautiously_relieved,empathetic_firm,hardship_plan,27,0.3021,0.0848,-0.2173,0.6222,0.0,0.1071,hardship_plan,0.6324,resolved,1.0,RESOLVED:customer_payment_commitment | RESOLVED:customer_payment_commitment | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,57.3,89.54,0.0,75.1,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent maintained a consistently positive and professional tone. Call required a high number of turns to reach its outcome.
VS_0862,volume,LOAN_RECOVERY,hardship_negotiation,Kenya/M-Shwari,resolved,distressed -> cautiously_relieved,empathetic_firm,hardship_plan,25,0.3021,0.0848,-0.2173,0.6701,0.0586,0.0635,hardship_plan,0.5991,resolved,1.0,RESOLVED:customer_payment_commitment | RESOLVED:customer_payment_commitment | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,57.3,99.01,16.67,78.66,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent maintained a consistently positive and professional tone. Call required a high number of turns to reach its outcome.
VS_0863,volume,LOAN_RECOVERY,hardship_negotiation,Gulf/UAE/Dubai Islamic Bank,resolved,distressed -> cautiously_relieved,empathetic_firm,hardship_plan,25,0.3021,0.0848,-0.2173,0.6744,0.0586,0.0898,hardship_plan,0.6129,resolved,1.0,RESOLVED:customer_payment_commitment | RESOLVED:customer_payment_commitment | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,57.3,99.86,16.67,78.83,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent maintained a consistently positive and professional tone. Call required a high number of turns to reach its outcome.
VS_0864,volume,LOAN_RECOVERY,hardship_negotiation,Nigeria/OKash,resolved,distressed -> cautiously_relieved,empathetic_firm,hardship_plan,27,0.3021,0.0848,-0.2173,0.6222,0.0,0.1071,hardship_plan,0.6345,resolved,1.0,RESOLVED:customer_payment_commitment | RESOLVED:customer_payment_commitment | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,57.3,89.54,0.0,75.1,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent maintained a consistently positive and professional tone. Call required a high number of turns to reach its outcome.
VS_0865,volume,LOAN_RECOVERY,hardship_negotiation,Kenya/Tala,resolved,distressed -> cautiously_relieved,empathetic_firm,hardship_plan,27,0.3021,0.0848,-0.2173,0.6222,0.0,0.1076,hardship_plan,0.5907,resolved,1.0,RESOLVED:customer_payment_commitment | RESOLVED:customer_payment_commitment | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,57.3,89.54,0.0,75.1,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent maintained a consistently positive and professional tone. Call required a high number of turns to reach its outcome.
VS_0866,volume,LOAN_RECOVERY,hardship_negotiation,Gulf/UAE/Dubai Islamic Bank,resolved,distressed -> cautiously_relieved,empathetic_firm,hardship_plan,25,0.3021,0.0848,-0.2173,0.6701,0.0586,0.0666,hardship_plan,0.6236,resolved,1.0,RESOLVED:customer_payment_commitment | RESOLVED:customer_payment_commitment | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,57.3,99.01,16.67,78.66,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent maintained a consistently positive and professional tone. Call required a high number of turns to reach its outcome.
VS_0867,volume,LOAN_RECOVERY,hardship_negotiation,Nigeria/Carbon,resolved,distressed -> cautiously_relieved,empathetic_firm,hardship_plan,27,0.3021,0.0848,-0.2173,0.6262,0.0,0.1285,hardship_plan,0.6432,resolved,1.0,RESOLVED:customer_payment_commitment | RESOLVED:customer_payment_commitment | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,57.3,90.33,0.0,75.26,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent maintained a consistently positive and professional tone. Call required a high number of turns to reach its outcome.
VS_0868,volume,LOAN_RECOVERY,hardship_negotiation,Kenya/Tala,resolved,distressed -> cautiously_relieved,empathetic_firm,hardship_plan,25,0.3021,0.0848,-0.2173,0.6744,0.0586,0.0867,hardship_plan,0.6013,resolved,1.0,RESOLVED:customer_payment_commitment | RESOLVED:customer_payment_commitment | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,57.3,99.86,16.67,78.83,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent maintained a consistently positive and professional tone. Call required a high number of turns to reach its outcome.
VS_0869,volume,LOAN_RECOVERY,hardship_negotiation,Gulf/UAE/Dubai Islamic Bank,resolved,distressed -> cautiously_relieved,empathetic_firm,hardship_plan,25,0.3021,0.0848,-0.2173,0.6701,0.0586,0.0666,hardship_plan,0.6149,resolved,1.0,RESOLVED:customer_payment_commitment | RESOLVED:customer_payment_commitment | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,57.3,99.01,16.67,78.66,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent maintained a consistently positive and professional tone. Call required a high number of turns to reach its outcome.
VS_0870,volume,LOAN_RECOVERY,hardship_negotiation,Nigeria/Branch,resolved,distressed -> cautiously_relieved,empathetic_firm,hardship_plan,25,0.3021,0.0848,-0.2173,0.6701,0.0586,0.0629,hardship_plan,0.6386,resolved,1.0,RESOLVED:customer_payment_commitment | RESOLVED:customer_payment_commitment | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,57.3,99.01,16.67,78.66,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent maintained a consistently positive and professional tone. Call required a high number of turns to reach its outcome.
VS_0871,volume,LOAN_RECOVERY,hardship_negotiation,Kenya/Mogo,resolved,distressed -> cautiously_relieved,empathetic_firm,hardship_plan,27,0.3021,0.0848,-0.2173,0.6222,0.0,0.1076,hardship_plan,0.6066,resolved,1.0,RESOLVED:customer_payment_commitment | RESOLVED:customer_payment_commitment | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,57.3,89.54,0.0,75.1,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent maintained a consistently positive and professional tone. Call required a high number of turns to reach its outcome.
VS_0872,volume,LOAN_RECOVERY,hardship_negotiation,Gulf/UAE/Dubai Islamic Bank,resolved,distressed -> cautiously_relieved,empathetic_firm,hardship_plan,27,0.3021,0.0848,-0.2173,0.6222,0.0,0.1104,hardship_plan,0.625,resolved,1.0,RESOLVED:customer_payment_commitment | RESOLVED:customer_payment_commitment | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,57.3,89.54,0.0,75.1,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent maintained a consistently positive and professional tone. Call required a high number of turns to reach its outcome.
VS_0873,volume,LOAN_RECOVERY,hardship_negotiation,Nigeria/Carbon,resolved,distressed -> cautiously_relieved,empathetic_firm,hardship_plan,25,0.3021,0.0848,-0.2173,0.6701,0.0586,0.0629,hardship_plan,0.6424,resolved,1.0,RESOLVED:customer_payment_commitment | RESOLVED:customer_payment_commitment | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,57.3,99.01,16.67,78.66,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent maintained a consistently positive and professional tone. Call required a high number of turns to reach its outcome.
VS_0874,volume,LOAN_RECOVERY,hardship_negotiation,Kenya/Mogo,resolved,distressed -> cautiously_relieved,empathetic_firm,hardship_plan,25,0.3021,0.0848,-0.2173,0.6701,0.0586,0.0635,hardship_plan,0.5934,resolved,1.0,RESOLVED:customer_payment_commitment | RESOLVED:customer_payment_commitment | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,57.3,99.01,16.67,78.66,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent maintained a consistently positive and professional tone. Call required a high number of turns to reach its outcome.
VS_0875,volume,LOAN_RECOVERY,hardship_negotiation,Gulf/UAE/ADIB,resolved,distressed -> cautiously_relieved,empathetic_firm,hardship_plan,25,0.3021,0.0848,-0.2173,0.6701,0.0586,0.0666,hardship_plan,0.6134,resolved,1.0,RESOLVED:customer_payment_commitment | RESOLVED:customer_payment_commitment | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,57.3,99.01,16.67,78.66,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent maintained a consistently positive and professional tone. Call required a high number of turns to reach its outcome.
VS_0876,volume,LOAN_RECOVERY,hardship_negotiation,Nigeria/Branch,resolved,distressed -> cautiously_relieved,empathetic_firm,hardship_plan,27,0.3021,0.0848,-0.2173,0.6222,0.0,0.1071,hardship_plan,0.6351,resolved,1.0,RESOLVED:customer_payment_commitment | RESOLVED:customer_payment_commitment | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,57.3,89.54,0.0,75.1,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent maintained a consistently positive and professional tone. Call required a high number of turns to reach its outcome.
VS_0877,volume,LOAN_RECOVERY,hardship_negotiation,Kenya/Branch,resolved,distressed -> cautiously_relieved,empathetic_firm,hardship_plan,25,0.3021,0.0848,-0.2173,0.6701,0.0586,0.0635,hardship_plan,0.591,resolved,1.0,RESOLVED:customer_payment_commitment | RESOLVED:customer_payment_commitment | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,57.3,99.01,16.67,78.66,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent maintained a consistently positive and professional tone. Call required a high number of turns to reach its outcome.
